date,holiday_name,holiday,shutdown,mini_shutdown,warehouse_limited,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,warehouse,orders
2021-06-08,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,6266.0
2019-01-20,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2019-04-25,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2019-08-27,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2021-08-26,none,0,0,0,0,0,0,0,0,0.0,0,4.4,0.0,Brno_1,6079.0
2022-09-02,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7340.0
2022-09-09,none,0,0,0,0,0,0,0,0,0.0,0,0.4,0.0,Brno_1,7466.0
2023-09-09,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7405.0
2021-08-28,none,0,0,0,0,0,0,0,0,0.0,0,1.2,0.0,Brno_1,6117.0
2021-08-24,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,6331.0
2021-09-08,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,6013.0
2019-09-05,none,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Brno_1,-1.0
2021-09-06,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,6176.0
2023-02-18,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7605.0
2023-05-22,none,0,0,0,0,0,0,0,0,1.0,0,4.82,0.0,Brno_1,7202.0
2023-06-25,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6502.0
2023-05-18,none,0,0,0,0,0,0,0,0,1.0,0,0.54,0.0,Brno_1,7189.0
2023-03-22,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6700.0
2023-02-07,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6981.0
2023-06-19,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7115.0
2023-06-04,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6453.0
2023-04-27,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7171.0
2023-02-23,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7365.0
2022-11-03,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6911.0
2023-01-30,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.2,Brno_1,7475.0
2023-03-02,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7234.0
2023-05-21,none,0,0,0,0,0,0,0,0,1.0,0,0.37,0.0,Brno_1,7027.0
2023-03-18,none,0,0,0,0,0,1,0,0,1.0,0,0.0,0.0,Brno_1,7432.0
2023-02-02,none,0,0,0,0,0,0,0,0,1.0,0,0.22,0.15,Brno_1,7433.0
2023-03-26,none,0,0,0,0,0,0,0,0,1.0,0,1.33,0.0,Brno_1,6769.0
2023-02-19,none,0,0,0,0,0,0,0,0,1.0,0,0.54,0.0,Brno_1,6920.0
2023-03-24,none,0,0,0,0,0,0,0,0,1.0,0,4.78,0.0,Brno_1,8440.0
2022-12-08,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.54,Brno_1,7433.0
2022-10-23,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6651.0
2023-03-31,none,0,0,0,0,0,0,0,0,1.0,0,3.34,0.0,Brno_1,8329.0
2023-09-11,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7693.0
2023-04-24,none,0,0,0,0,0,0,0,0,1.0,0,2.21,0.0,Brno_1,7455.0
2022-10-26,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6875.0
2022-11-25,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7729.0
2023-04-21,none,0,0,0,0,0,0,0,0,1.0,0,0.29,0.0,Brno_1,8531.0
2023-04-04,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7295.0
2023-01-03,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7132.0
2023-06-01,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7034.0
2022-12-22,none,0,0,0,0,0,0,0,0,1.0,0,1.45,0.57,Brno_1,8281.0
2022-12-28,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7419.0
2022-12-29,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7642.0
2024-01-10,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,8981.0
2021-11-10,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7552.0
2023-09-15,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,8717.0
2019-12-10,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2021-03-15,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7059.0
2019-12-13,none,0,0,0,0,0,0,0,0,0.0,0,0.0,3.0,Brno_1,-1.0
2021-10-10,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,6615.0
2021-04-16,none,0,0,0,0,0,0,0,0,0.0,0,0.5,0.0,Brno_1,7355.0
2023-09-12,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7623.0
2020-08-15,none,0,0,0,0,0,0,0,0,0.0,0,0.5,0.0,Brno_1,-1.0
2021-03-11,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7221.0
2021-10-13,none,0,0,0,0,0,0,0,0,0.0,0,0.6,0.0,Brno_1,7077.0
2019-08-11,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2022-08-16,none,0,0,0,0,0,0,0,0,0.0,0,0.84,0.0,Brno_1,6898.0
2021-07-16,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,6371.0
2019-02-10,none,0,0,0,0,0,0,0,0,0.0,0,2.9,0.0,Brno_1,-1.0
2019-09-12,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2020-07-12,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2019-05-17,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2023-07-15,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7384.0
2022-04-11,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,6909.0
2021-08-11,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,5847.0
2020-12-10,none,0,0,0,0,0,0,0,0,0.0,0,0.8,0.0,Brno_1,6122.0
2020-02-14,none,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Brno_1,-1.0
2019-06-10,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2021-06-11,none,0,0,0,0,0,0,0,0,0.0,0,2.3,0.0,Brno_1,7153.0
2023-07-14,none,0,0,0,0,0,0,0,0,0.0,0,0.11,0.0,Brno_1,8017.0
2020-01-11,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2021-12-17,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,8405.0
2024-02-15,none,0,0,0,0,0,0,0,0,0.0,0,1.37,0.0,Brno_1,8497.0
2022-03-17,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7592.0
2020-03-17,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2023-09-10,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7270.0
2022-10-12,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6904.0
2023-04-12,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6871.0
2023-02-11,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7852.0
2023-06-10,none,0,0,0,0,0,0,0,0,1.0,0,4.85,0.0,Brno_1,7213.0
2022-12-13,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7352.0
2023-06-15,none,0,0,0,0,0,0,0,0,1.0,0,1.43,0.0,Brno_1,7237.0
2023-05-12,none,0,0,0,0,0,0,0,0,1.0,0,0.7,0.0,Brno_1,8435.0
2023-02-17,none,0,0,0,0,0,0,0,0,1.0,0,1.18,0.0,Brno_1,8714.0
2023-06-12,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6980.0
2022-10-15,none,0,0,0,0,0,0,0,0,1.0,0,1.86,0.0,Brno_1,7113.0
2022-12-17,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.82,Brno_1,7619.0
2023-09-30,none,0,0,0,0,0,0,0,0,0.0,0,0.71,0.0,Brno_1,7117.0
2023-10-01,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7349.0
2023-07-09,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7144.0
2021-10-31,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7247.0
2022-11-17,Den boje za svobodu a demokracii,1,0,0,0,0,0,0,0,1.0,0,0.61,0.0,Brno_1,7400.0
2020-05-03,none,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Brno_1,-1.0
2021-04-02,Good Friday,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,8132.0
2022-10-28,Den vzniku samostatneho ceskoslovenskeho statu,1,0,0,0,1,0,0,0,1.0,0,0.0,0.0,Brno_1,7811.0
2022-10-30,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6763.0
2022-04-15,Good Friday,1,0,0,0,0,0,0,0,0.0,0,1.4,0.0,Brno_1,8015.0
2019-10-26,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2020-09-26,none,0,0,0,0,0,0,0,0,0.0,0,1.1,0.0,Brno_1,-1.0
2023-04-08,none,1,0,0,0,0,0,0,0,1.0,0,3.99,0.65,Brno_1,7155.0
2022-04-16,none,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,6823.0
2021-07-02,none,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1,6717.0
2023-12-29,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,9609.0
2019-12-30,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2020-05-11,none,0,0,0,0,0,0,0,0,0.0,0,1.9,0.0,Brno_1,-1.0
2019-12-25,1st Christmas Day,1,0,0,0,1,0,0,0,0.0,0,0.1,0.0,Brno_1,-1.0
2021-04-30,none,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1,7637.0
2019-04-30,none,0,0,0,0,0,0,0,0,0.0,0,2.3,0.0,Brno_1,-1.0
2021-11-16,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7945.0
2020-07-04,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2023-04-30,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6941.0
2022-04-14,none,0,0,0,0,0,0,0,0,0.0,0,0.11,0.0,Brno_1,8542.0
2020-12-23,none,0,0,0,0,0,0,0,0,0.0,0,3.5,0.0,Brno_1,7551.0
2021-12-23,none,0,0,0,0,0,0,0,0,0.0,0,1.8,0.0,Brno_1,8009.0
2021-04-01,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,7384.0
2019-11-18,none,0,0,0,0,0,0,0,0,0.0,0,4.2,0.0,Brno_1,-1.0
2023-07-06,Jan Hus,1,0,0,0,0,0,0,0,0.0,0,0.49,0.0,Brno_1,6164.0
2022-07-04,none,0,0,0,0,0,0,0,0,0.0,0,0.45,0.0,Brno_1,6547.0
2022-11-18,none,0,0,0,0,0,0,0,0,1.0,0,3.54,0.14,Brno_1,7419.0
2021-10-28,Den vzniku samostatneho ceskoslovenskeho statu,1,0,0,0,1,0,0,0,0.0,0,0.0,0.0,Brno_1,8366.0
2022-05-08,Den osvobozeni,1,0,0,0,1,0,0,0,0.0,0,1.3,0.0,Brno_1,8297.0
2023-05-02,none,0,0,0,0,0,0,0,0,1.0,0,3.44,0.0,Brno_1,7043.0
2019-10-28,Den vzniku samostatneho ceskoslovenskeho statu,1,0,0,0,1,0,0,0,0.0,0,0.2,0.0,Brno_1,-1.0
2023-04-10,Easter Monday,1,0,0,0,1,0,0,0,1.0,0,0.0,0.0,Brno_1,6189.0
2022-12-24,Christmas Eve,1,0,0,0,0,0,0,0,1.0,0,2.35,0.0,Brno_1,4738.0
2021-04-04,none,1,0,0,0,0,0,0,0,0.0,0,2.0,0.0,Brno_1,6975.0
2021-05-07,none,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1,7695.0
2019-12-31,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2023-05-07,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7084.0
2022-10-29,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,6166.0
2019-01-02,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,-1.0
2021-04-06,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1,6811.0
2023-05-09,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7355.0
2022-12-27,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1,7588.0
2021-11-27,none,0,0,0,0,0,0,0,0,0.0,0,0.1,6.0,Brno_1,8257.0
2022-01-29,none,0,0,0,0,0,0,0,0,0.0,0,5.45,0.0,Brno_1,7827.0
2020-06-18,none,0,0,0,0,0,0,0,0,0.0,0,13.9,0.0,Brno_1,-1.0
2019-01-29,none,0,0,0,0,0,0,0,0,0.0,0,0.0,10.0,Brno_1,-1.0
2019-01-28,none,0,0,0,0,0,0,0,0,0.0,0,6.2,5.0,Brno_1,-1.0
2020-06-05,none,0,0,0,0,0,0,0,0,0.0,0,7.4,0.0,Brno_1,-1.0
2023-11-03,none,0,0,0,0,0,0,0,0,0.0,0,20.18,0.0,Brno_1,9518.0
2022-06-07,none,0,0,0,0,0,0,0,0,0.0,0,26.0,0.0,Brno_1,6705.0
2020-11-01,none,0,0,0,0,0,0,0,0,0.0,0,9.8,0.0,Brno_1,-1.0
2021-08-01,none,0,0,0,0,0,0,0,0,0.0,0,11.8,0.0,Brno_1,5457.0
2021-08-03,none,0,0,0,0,0,0,0,0,0.0,0,8.1,0.0,Brno_1,5919.0
2022-06-02,none,0,0,0,0,0,0,0,1,0.0,0,8.86,0.0,Brno_1,5629.0
2023-08-05,none,0,0,0,0,0,0,0,0,0.0,0,10.93,0.0,Brno_1,7383.0
2020-06-19,none,0,0,0,0,0,0,0,0,0.0,0,7.6,0.0,Brno_1,-1.0
2020-10-03,none,0,0,0,0,0,0,0,0,0.0,0,6.9,0.0,Brno_1,-1.0
2022-08-21,none,0,0,0,0,0,0,0,0,0.0,0,8.94,0.0,Brno_1,6376.0
2021-02-10,none,0,0,0,0,0,0,0,0,0.0,0,0.0,15.0,Brno_1,6890.0
2020-05-15,none,0,0,0,0,0,0,0,0,0.0,0,7.6,0.0,Brno_1,-1.0
2024-03-12,none,0,0,0,0,0,0,0,0,0.0,0,17.76,0.0,Brno_1,8932.0
2022-09-15,none,0,0,0,0,0,0,0,0,0.0,0,7.33,0.0,Brno_1,6341.0
2021-02-16,none,0,0,0,0,0,0,0,0,0.0,0,0.8,12.0,Brno_1,6751.0
2020-07-11,none,0,0,0,0,0,0,0,0,0.0,0,14.1,0.0,Brno_1,-1.0
2021-12-13,none,0,0,0,0,0,0,0,0,0.0,0,0.1,8.0,Brno_1,7519.0
2019-08-10,none,0,0,0,0,0,0,0,0,0.0,0,7.2,0.0,Brno_1,-1.0
2022-09-14,none,0,0,0,0,0,0,0,0,0.0,0,7.92,0.0,Brno_1,6951.0
2022-04-08,none,0,0,0,0,0,0,0,0,0.0,0,5.85,0.0,Brno_1,8365.0
2019-05-15,none,0,0,0,0,0,0,0,0,0.0,0,5.4,0.0,Brno_1,-1.0
2021-01-17,none,0,0,0,0,0,0,0,0,0.0,0,59.9,10.0,Brno_1,6476.0
2021-08-05,none,0,0,0,0,0,0,0,0,0.0,0,36.7,0.0,Brno_1,5986.0
2021-06-22,none,0,0,0,0,0,0,0,0,0.0,0,20.2,0.0,Brno_1,6659.0
2019-05-22,none,0,0,0,0,0,0,0,0,0.0,0,5.5,0.0,Brno_1,-1.0
2022-08-22,none,0,0,0,0,0,0,0,0,0.0,0,24.87,0.0,Brno_1,7124.0
2020-03-01,none,0,0,0,0,0,0,0,0,0.0,0,14.3,0.0,Brno_1,-1.0
2019-11-05,none,0,0,0,0,0,0,0,0,0.0,0,8.3,0.0,Brno_1,-1.0
2019-06-20,none,0,0,0,0,0,0,0,0,0.0,0,7.7,0.0,Brno_1,-1.0
2023-12-02,none,0,0,0,0,0,0,0,0,0.0,0,0.0,7.42,Brno_1,9124.0
2019-08-07,none,0,0,0,0,0,0,0,0,0.0,0,19.6,0.0,Brno_1,-1.0
2019-02-03,none,0,0,0,0,0,0,0,0,0.0,0,8.2,0.0,Brno_1,-1.0
2019-05-27,none,0,0,0,0,0,0,0,0,0.0,0,6.9,0.0,Brno_1,-1.0
2021-11-26,none,0,0,0,0,0,0,0,0,0.0,0,14.6,6.0,Brno_1,8630.0
2020-08-02,none,0,0,0,0,0,0,0,0,0.0,0,6.4,0.0,Brno_1,-1.0
2023-08-06,none,0,0,0,0,0,0,0,0,0.0,0,9.81,0.0,Brno_1,7009.0
2022-04-22,none,0,0,0,0,0,0,0,0,0.0,0,5.03,0.0,Brno_1,8107.0
2023-10-31,none,0,0,0,0,0,0,0,0,0.0,0,5.27,0.0,Brno_1,7893.0
2021-05-01,Labour Day,1,0,0,0,0,0,0,0,0.0,0,5.2,0.0,Brno_1,6375.0
2023-12-21,none,0,0,0,0,0,0,0,0,0.0,0,8.18,0.0,Brno_1,11165.0
2020-09-01,none,0,0,0,0,0,0,0,0,0.0,0,17.5,0.0,Brno_1,-1.0
2023-06-05,none,0,0,0,0,0,0,0,0,1.0,0,10.79,0.0,Brno_1,6806.0
2023-06-30,none,0,0,0,0,0,0,0,0,1.0,0,7.55,0.0,Brno_1,7712.0
2023-02-24,none,0,0,0,0,0,0,0,0,1.0,0,6.38,0.0,Brno_1,8507.0
2023-05-23,none,0,0,0,0,0,0,0,0,1.0,0,5.11,0.0,Brno_1,7429.0
2023-02-03,none,0,0,0,0,0,0,0,0,1.0,0,7.42,1.46,Brno_1,8853.0
2021-01-15,none,0,0,0,0,0,0,0,0,0.0,0,0.5,10.0,Brno_1,6997.0
2021-02-13,none,0,0,0,0,0,0,0,0,0.0,0,0.0,12.0,Brno_1,7094.0
2023-05-17,none,0,0,0,0,0,0,0,0,1.0,0,15.94,0.0,Brno_1,7240.0
2023-01-15,none,0,0,0,0,0,0,0,0,1.0,0,6.48,0.0,Brno_1,7589.0
2023-03-30,none,0,0,0,0,0,0,0,0,1.0,0,6.02,0.0,Brno_1,7208.0
2020-09-25,none,0,0,0,0,0,0,0,0,0.0,0,21.3,0.0,Brno_1,-1.0
2023-11-20,none,0,0,0,0,0,0,0,0,0.0,0,9.29,0.0,Brno_1,8104.0
2020-09-28,Den ceske statnosti,1,0,0,0,1,0,0,0,0.0,0,5.6,0.0,Brno_1,-1.0
2023-10-27,none,0,0,0,0,0,0,0,0,0.0,0,17.43,0.0,Brno_1,9386.0
2024-01-02,none,0,0,0,0,0,0,0,0,0.0,0,5.32,0.0,Brno_1,8277.0
2022-03-26,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,4950.0
2019-11-30,none,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Prague_2,-1.0
2020-08-07,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2021-04-24,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,4625.0
2022-01-20,none,0,0,0,0,0,0,0,0,0.0,0,0.0,2.46,Prague_2,5757.0
2020-06-29,none,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Prague_2,-1.0
2023-08-19,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,4980.0
2022-02-22,none,0,0,0,0,0,0,0,0,0.0,0,0.25,0.0,Prague_2,5117.0
2020-09-24,none,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,Prague_2,-1.0
2019-05-06,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2024-01-23,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,5960.0
2023-01-06,none,0,0,0,0,0,0,0,0,1.0,0,0.2,0.0,Prague_2,6056.0
2022-08-30,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,4590.0
2023-09-11,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,5459.0
2022-01-15,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,5459.0
2019-03-14,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2019-06-16,none,0,0,0,0,0,0,0,0,0.0,0,3.8,0.0,Prague_2,-1.0
2023-04-07,Good Friday,1,0,0,0,0,0,0,0,1.0,0,1.0,0.0,Prague_2,6109.0
2023-07-05,Cyrila a Metodej,1,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Prague_2,4618.0
2023-03-30,none,0,0,0,0,0,0,0,0,1.0,0,14.4,0.0,Prague_2,5154.0
2022-05-16,none,0,0,0,0,0,0,0,0,0.0,0,7.53,0.0,Prague_2,4983.0
2023-07-01,none,0,0,0,0,0,0,0,0,0.0,0,5.3,0.0,Prague_2,4732.0
2022-07-01,none,0,0,0,0,0,0,0,0,0.0,0,10.13,0.0,Prague_2,5166.0
2023-11-18,none,0,0,0,0,0,0,0,0,0.0,0,0.7,0.0,Prague_2,5249.0
2021-09-27,none,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Prague_2,4808.0
2020-02-27,none,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Prague_2,-1.0
2019-02-19,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2019-12-02,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2021-10-09,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,4576.0
2020-03-02,none,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Prague_2,-1.0
2020-08-31,none,0,0,0,0,0,0,0,0,0.0,0,1.6,0.0,Prague_2,-1.0
2021-07-16,none,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Prague_2,4447.0
2022-11-14,none,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Prague_2,5016.0
2021-01-01,New Years Day,1,0,0,0,1,0,0,0,0.0,0,0.0,0.0,Prague_2,2295.0
2021-11-04,none,0,0,0,0,0,0,0,0,0.0,0,7.0,0.0,Prague_2,5341.0
2020-07-18,none,0,0,0,0,0,0,0,0,0.0,0,8.3,0.0,Prague_2,-1.0
2023-01-22,none,0,0,0,0,0,0,0,0,1.0,0,1.5,10.0,Prague_2,5985.0
2021-01-08,none,0,0,0,0,0,0,0,0,0.0,0,0.0,6.0,Prague_2,4692.0
2019-05-02,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2020-07-07,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2019-10-29,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2022-01-29,none,0,0,0,0,0,0,0,0,0.0,0,1.45,0.0,Prague_2,5918.0
2024-02-02,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,7305.0
2022-05-24,none,0,0,0,0,0,0,0,0,0.0,0,4.89,0.0,Prague_2,4895.0
2019-03-22,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2019-06-02,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2024-01-19,none,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,Prague_2,7590.0
2020-03-25,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2021-12-07,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,5344.0
2019-05-21,none,0,0,0,0,0,0,0,0,0.0,0,3.0,0.0,Prague_2,-1.0
2021-07-29,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,4060.0
2020-06-06,none,0,0,0,0,0,0,0,0,0.0,0,2.1,0.0,Prague_2,-1.0
2019-11-23,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2021-02-07,none,0,0,0,0,0,0,0,0,0.0,0,4.8,5.0,Prague_2,4543.0
2022-02-05,none,0,0,0,0,0,0,0,0,0.0,0,0.46,0.0,Prague_2,5357.0
2019-08-22,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2022-04-07,none,0,0,0,0,0,0,0,0,0.0,0,1.75,0.0,Prague_2,5165.0
2022-05-27,none,0,0,0,0,0,0,0,0,0.0,0,1.4,0.0,Prague_2,5565.0
2021-12-20,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,5671.0
2019-06-19,none,0,0,0,0,0,0,0,0,0.0,0,2.6,0.0,Prague_2,-1.0
2023-08-31,none,0,0,0,0,0,0,0,0,0.0,0,0.5,0.0,Prague_2,4971.0
2020-09-04,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2020-09-02,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2024-03-10,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,6145.0
2021-06-17,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,4540.0
2019-10-14,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2022-01-10,none,0,0,0,0,0,0,0,0,0.0,0,0.51,0.78,Prague_2,4877.0
2023-09-17,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,5508.0
2021-08-13,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,4525.0
2020-10-11,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2023-01-13,none,0,0,0,0,0,0,0,0,1.0,0,0.3,0.0,Prague_2,6137.0
2022-12-05,none,0,0,0,0,0,0,0,0,1.0,0,0.5,0.0,Prague_2,5421.0
2019-07-06,Jan Hus,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_2,-1.0
2022-12-25,1st Christmas Day,1,0,0,0,1,0,0,0,1.0,0,0.0,0.0,Prague_2,-1.0
2020-04-30,none,0,0,0,0,0,0,0,0,0.0,0,2.2,0.0,Prague_2,-1.0
2019-10-27,none,0,0,0,0,0,0,0,0,0.0,0,1.1,0.0,Prague_2,-1.0
